Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Salih Özcan,tr TUR,MF,Köln,18,1998,13,3,372,04.janv,0,1,1,0,0,0,2,1,0.00,0.24,0.24,0.00,0.24
Levin Öztunalı,de GER,FW MF,Mainz 05,20,1996,30,23,1 966,21.août,5,5,10,5,0,0,1,0,0.23,0.23,0.46,0.23,0.46
Federico Palacios Martínez,de GER,FW MF,RB Leipzig,21,1995,2,0,56,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Kyriakos Papadopoulos,gr GRE,DF MF,Hamburger SV,24,1992,15,15,1 29,14.mars,2,0,2,2,0,0,6,0,0.14,0.00,0.14,0.14,0.14
Kyriakos Papadopoulos,gr GRE,DF MF,RB Leipzig,24,1992,1,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Sokratis Papastathopoulos,gr GRE,DF,Dortmund,28,1988,26,26,2 297,25.mai,2,0,2,2,0,0,7,0,0.08,0.00,0.08,0.08,0.08
Felix Passlack,de GER,DF MF,Dortmund,18,1998,10,6,534,05.sept,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Peter Pekarík,sk SVK,DF,Hertha BSC,29,1986,31,30,2 71,30.janv,1,1,2,1,0,0,3,0,0.03,0.03,0.07,0.03,0.07
Nils Petersen,de GER,FW,Freiburg,27,1988,33,7,1 251,13.sept,10,4,14,8,2,3,0,0,0.72,0.29,01.janv,0.58,0.86
Thanos Petsos,gr GRE,DF MF,Werder Bremen,25,1991,3,2,144,01.juin,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Maximilian Philipp,de GER,FW MF,Freiburg,22,1994,25,23,1 929,21.avr,9,2,11,9,0,1,5,0,0.42,0.09,0.51,0.42,0.51
Łukasz Piszczek,pl POL,DF MF,Dortmund,31,1985,25,23,2 038,22.juin,5,2,7,5,0,0,1,0,0.22,0.09,0.31,0.22,0.31
Claudio Pizarro,pe PER,FW,Werder Bremen,37,1978,19,10,854,09.mai,1,1,2,1,0,0,1,0,0.11,0.11,0.21,0.11,0.21
Felix Platte,de GER,FW,Darmstadt 98,20,1996,9,6,467,05.févr,2,1,3,2,0,0,1,0,0.39,0.19,0.58,0.39,0.58
Marvin Plattenhardt,de GER,DF MF,Hertha BSC,24,1992,27,27,2 43,27.0,3,3,6,3,0,0,3,0,0.11,0.11,0.22,0.11,0.22
Joel Pohjanpalo,fi FIN,FW,Leverkusen,21,1994,11,1,191,02.janv,6,0,6,6,0,0,0,0,févr.83,0.00,févr.83,févr.83,févr.83
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Eugen Polanski,pl POL,MF,Hoffenheim,30,1986,14,7,634,7.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Finn Porath,de GER,MF,Hamburger SV,19,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Yussuf Poulsen,dk DEN,FW MF,RB Leipzig,22,1994,29,25,2 084,23.févr,5,4,9,5,0,0,4,0,0.22,0.17,0.39,0.22,0.39
Christian Pulisic,us USA,FW MF,Dortmund,17,1998,29,15,1 525,16.sept,3,7,10,3,0,0,1,0,0.18,0.41,0.59,0.18,0.59
Robin Quaison,se SWE,FW MF,Mainz 05,22,1993,11,6,482,05.avr,1,0,1,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19
Raffael,br BRA,FW MF,Gladbach,31,1985,20,18,1 497,16.juin,7,0,7,6,1,1,1,0,0.42,0.00,0.42,0.36,0.36
Rafinha,br BRA,DF,Bayern Munich,30,1985,20,10,1 029,11.avr,1,1,2,1,0,0,2,0,0.09,0.09,0.17,0.09,0.17
Baba Rahman,gh GHA,DF MF,Schalke 04,22,1994,13,7,712,07.sept,0,1,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13
André Ramalho,br BRA,DF,Mainz 05,24,1992,18,12,1 135,12.juin,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Adrián Ramos,co COL,FW,Dortmund,30,1986,7,4,357,4.0,2,0,2,2,0,0,2,0,0.50,0.00,0.50,0.50,0.50
Konstantin Rausch,ru RUS,DF MF,Köln,26,1990,28,23,1 932,21.mai,0,1,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05
Ante Rebić,hr CRO,FW MF,Eint Frankfurt,22,1993,24,16,1 405,15.juin,2,2,4,2,0,0,10,0,0.13,0.13,0.26,0.13,0.26
Fabian Reese,de GER,FW MF,Schalke 04,18,1997,3,1,74,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Marco Reus,de GER,FW MF,Dortmund,27,1989,17,16,1 18,13.janv,7,3,10,5,2,2,3,1,0.53,0.23,0.76,0.38,0.61
Franck Ribéry,fr FRA,FW MF,Bayern Munich,33,1983,22,14,1 239,13.août,5,11,16,5,0,0,2,0,0.36,0.80,janv.16,0.36,janv.16
Tim Rieder,de GER,DF MF,Augsburg,22,1993,5,2,216,02.avr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Sascha Riether,de GER,DF MF,Schalke 04,33,1983,5,3,286,03.févr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Marcel Risse,de GER,DF FW,Köln,26,1989,13,13,1 102,12.févr,2,4,6,2,0,0,1,0,0.16,0.33,0.49,0.16,0.49
Arjen Robben,nl NED,FW MF,Bayern Munich,32,1984,26,21,1 825,20.mars,13,9,22,13,0,0,0,0,0.64,0.44,01.août,0.64,01.août
Sebastian Rode,de GER,MF,Dortmund,25,1990,14,5,581,06.mai,1,0,1,1,0,0,0,0,0.15,0.00,0.15,0.15,0.15
José Rodríguez,es ESP,MF,Mainz 05,21,1994,2,0,6,0.1,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
Ricardo Rodríguez,ch SUI,DF MF,Wolfsburg,23,1992,24,23,2 018,22.avr,2,3,5,1,1,1,1,0,0.09,0.13,0.22,0.04,0.18
Roger,br BRA,MF,Ingolstadt 04,30,1985,30,26,2 281,25.mars,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04
Jan Rosenthal,de GER,FW MF,Darmstadt 98,30,1986,19,10,840,09.mars,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Artjoms Rudņevs,lv LVA,FW,Köln,28,1988,18,6,692,07.juil,3,2,5,3,0,0,3,0,0.39,0.26,0.65,0.39,0.65
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Sebastian Rudy,de GER,MF,Hoffenheim,26,1990,32,32,2 786,31.0,2,6,8,2,0,0,9,0,0.06,0.19,0.26,0.06,0.26
Lukas Rupp,de GER,MF,Hoffenheim,25,1991,14,8,792,08.août,2,0,2,2,0,0,2,0,0.23,0.00,0.23,0.23,0.23
Marco Russ,de GER,DF MF,Eint Frankfurt,30,1985,4,3,242,02.juil,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Marcel Sabitzer,at AUT,FW MF,RB Leipzig,22,1994,32,31,2 593,28.août,8,4,12,8,0,0,3,0,0.28,0.14,0.42,0.28,0.42
Nuri Şahin,tr TUR,MF,Dortmund,27,1988,5,4,230,02.juin,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Gōtoku Sakai,jp JPN,DF MF,Hamburger SV,25,1991,33,29,2 696,30.0,1,2,3,1,0,0,7,0,0.03,0.07,0.10,0.03,0.10
Sidney Sam,de GER,FW MF,Darmstadt 98,28,1988,13,11,884,09.août,2,1,3,0,2,2,1,0,0.20,0.10,0.31,0.00,0.10
Jairo Samperio,es ESP,FW MF,Mainz 05,23,1993,17,11,942,10.mai,2,1,3,0,2,2,5,0,0.19,0.10,0.29,0.00,0.10
Renato Sanches,pt POR,MF,Bayern Munich,18,1997,17,6,621,06.sept,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Lamine Sané,sn SEN,DF MF,Werder Bremen,29,1987,27,27,2 36,26.févr,1,1,2,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08
Douglas Santos,br BRA,DF MF,Hamburger SV,22,1994,20,19,1 713,19.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Marcel Schäfer,de GER,DF MF,Wolfsburg,32,1984,4,2,109,01.févr,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Fabian Schär,ch SUI,DF,Hoffenheim,24,1991,6,3,284,03.févr,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Julian Schieber,de GER,FW,Hertha BSC,27,1989,18,2,438,04.sept,3,1,4,3,0,0,3,0,0.62,0.21,0.82,0.62,0.82
Sven Schipplock,de GER,FW,Darmstadt 98,27,1988,23,12,1 108,12.mars,2,1,3,2,0,0,3,0,0.16,0.08,0.24,0.16,0.24
Marcel Schmelzer,de GER,DF,Dortmund,28,1988,26,25,2 188,24.mars,0,2,2,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08
Jonathan Schmid,fr FRA,DF MF,Augsburg,26,1990,25,20,1 729,19.févr,1,3,4,1,0,0,1,0,0.05,0.16,0.21,0.05,0.21
Niklas Schmidt,de GER,FW MF,Werder Bremen,18,1998,1,0,15,0.2,0,1,1,0,0,0,0,0,0.00,6.00,6.00,0.00,6.00
Benno Schmitz,de GER,DF,RB Leipzig,21,1994,16,11,990,11.0,0,2,2,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18
Alessandro Schöpf,at AUT,MF,Schalke 04,22,1994,28,22,2 04,22.juil,6,2,8,6,0,0,4,0,0.26,0.09,0.35,0.26,0.35
Nico Schulz,de GER,DF FW,Gladbach,23,1993,12,4,417,04.juin,1,2,3,1,0,0,1,0,0.22,0.43,0.65,0.22,0.65
André Schürrle,de GER,FW MF,Dortmund,25,1990,15,8,748,08.mars,2,2,4,1,1,1,3,0,0.24,0.24,0.48,0.12,0.36
Julian Schuster,de GER,MF,Freiburg,31,1985,13,9,846,09.avr,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Pirmin Schwegler,ch SUI,MF,Hoffenheim,29,1987,10,2,396,04.avr,0,1,1,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23
Alexander Schwolow,de GER,GK,Freiburg,24,1992,34,34,3 06,34.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Haris Seferović,ch SUI,FW,Eint Frankfurt,24,1992,25,11,1 069,11.sept,3,1,4,3,0,0,1,1,0.25,0.08,0.34,0.25,0.34
Paul Seguin,de GER,DF MF,Wolfsburg,21,1995,22,15,1 323,14.juil,1,1,2,1,0,0,5,1,0.07,0.07,0.14,0.07,0.14
Davie Selke,de GER,FW,RB Leipzig,21,1995,21,2,453,5.0,4,1,5,4,0,0,4,0,0.79,0.20,0.99,0.79,0.99
Suat Serdar,de GER,MF,Mainz 05,19,1997,8,4,330,03.juil,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Aaron Seydel,de GER,FW,Mainz 05,20,1996,6,1,176,2.0,1,0,1,1,0,0,0,0,0.51,0.00,0.51,0.51,0.51
Ba-Muaka Simakala,cg CGO,FW,Gladbach,19,1997,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Sandro Sirigu,de GER,DF,Darmstadt 98,27,1988,30,17,1 814,20.févr,2,2,4,2,0,0,6,1,0.10,0.10,0.20,0.10,0.20
Yann Sommer,ch SUI,GK,Gladbach,27,1988,34,34,3 06,34.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Djibril Sow,ch SUI,MF,Gladbach,19,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Çağlar Söyüncü,tr TUR,DF,Freiburg,20,1996,24,24,2 07,23.0,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04
Emir Spahić,ba BIH,DF,Hamburger SV,35,1980,11,9,777,08.juin,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Kostas Stafylidis,gr GRE,DF MF,Augsburg,22,1993,27,26,2 24,24.sept,4,0,4,4,0,0,6,0,0.16,0.00,0.16,0.16,0.16
Benjamin Stambouli,fr FRA,DF MF,Schalke 04,25,1990,23,15,1 297,14.avr,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
Niklas Stark,de GER,DF MF,Hertha BSC,21,1995,27,27,2 349,26.janv,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04
Tom Starke,de GER,GK,Bayern Munich,35,1981,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Markus Steinhöfer,de GER,DF MF,Darmstadt 98,30,1986,7,3,323,03.juin,0,1,1,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28
Marc Stendera,de GER,MF,Eint Frankfurt,20,1995,2,2,129,01.avr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Pascal Stenzel,de GER,DF MF,Freiburg,20,1996,19,14,1 306,14.mai,1,1,2,1,0,0,3,0,0.07,0.07,0.14,0.07,0.14
Janek Sternberg,de GER,DF MF,Werder Bremen,23,1992,2,0,73,0.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Lars Stindl,de GER,FW MF,Gladbach,27,1988,30,29,2 589,28.août,11,3,14,11,0,1,8,0,0.38,0.10,0.49,0.38,0.49
Valentin Stocker,ch SUI,MF,Hertha BSC,27,1989,17,14,1 157,12.sept,4,1,5,4,0,0,1,1,0.31,0.08,0.39,0.31,0.39
Tobias Strobl,de GER,DF MF,Gladbach,26,1990,23,18,1 565,17.avr,0,1,1,0,0,0,8,1,0.00,0.06,0.06,0.00,0.06
Dominik Stroh-Engel,de GER,FW,Darmstadt 98,30,1985,4,0,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Neven Subotić,rs SRB,DF,Köln,27,1988,12,9,890,09.sept,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Niklas Süle,de GER,DF,Hoffenheim,20,1995,33,33,2 885,32.1,2,2,4,2,0,0,4,0,0.06,0.06,0.12,0.06,0.12
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Aytaç Sulu,,DF,Darmstadt 98,30,1985,27,27,2 43,27.0,2,0,2,2,0,0,7,0,0.07,0.00,0.07,0.07,0.07
Markus Suttner,at AUT,DF MF,Ingolstadt 04,29,1987,31,31,2 732,30.avr,4,5,9,4,0,0,10,0,0.13,0.16,0.30,0.13,0.30
Ádám Szalai,hu HUN,FW,Hoffenheim,28,1987,22,7,782,08.juil,8,1,9,8,0,0,2,0,0.92,0.12,01.avr,0.92,01.avr
Frederik Sørensen,dk DEN,DF,Köln,24,1992,31,30,2 679,29.août,0,2,2,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07
Jonathan Tah,de GER,DF,Leverkusen,20,1996,19,16,1 64,18.févr,1,1,2,1,0,0,1,0,0.05,0.05,0.11,0.05,0.11
Shani Tarashaj,ch SUI,FW MF,Eint Frankfurt,21,1995,13,1,333,03.juil,1,0,1,1,0,0,1,0,0.27,0.00,0.27,0.27,0.27
Taleb Tawatha,il ISR,DF,Eint Frankfurt,24,1992,14,8,693,07.juil,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Georg Teigl,at AUT,DF MF,Augsburg,25,1991,18,4,667,07.avr,0,1,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13
Bernard Tekpetey,gh GHA,FW MF,Schalke 04,18,1997,2,0,5,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Marco Terrazzino,de GER,FW MF,Hoffenheim,25,1991,9,4,364,4.0,1,2,3,1,0,0,0,0,0.25,0.49,0.74,0.25,0.74
Lennart Thy,de GER,FW,Werder Bremen,24,1992,6,0,90,1.0,1,0,1,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00
Marcel Tisserand,cd COD,DF,Ingolstadt 04,23,1993,28,27,2 388,26.mai,0,1,1,0,0,0,9,0,0.00,0.04,0.04,0.00,0.04
Jeremy Toljan,de GER,DF MF,Hoffenheim,21,1994,20,14,1 318,14.juin,1,1,2,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14
Ömer Toprak,tr TUR,DF,Leverkusen,27,1989,25,25,2 098,23.mars,1,0,1,1,0,1,6,0,0.04,0.00,0.04,0.04,0.04
Marc Torrejón,es ESP,DF,Freiburg,30,1986,12,10,932,10.avr,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Jordan Torunarigha,de GER,DF,Hertha BSC,18,1997,8,5,484,05.avr,1,0,1,1,0,0,1,0,0.19,0.00,0.19,0.19,0.19
Ibrahima Traoré,gn GUI,MF,Gladbach,28,1988,14,9,839,09.mars,1,3,4,1,0,0,0,0,0.11,0.32,0.43,0.11,0.43
Christian Träsch,de GER,DF MF,Wolfsburg,28,1987,11,7,697,07.juil,0,1,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13
Sven Ulreich,de GER,GK,Bayern Munich,27,1988,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Dayot Upamecano,fr FRA,DF,RB Leipzig,17,1998,12,8,667,07.avr,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Takashi Usami,jp JPN,FW MF,Augsburg,24,1992,11,5,437,04.sept,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Mark Uth,de GER,FW MF,Hoffenheim,24,1991,22,12,1 153,12.août,7,3,10,7,0,0,4,0,0.55,0.23,0.78,0.55,0.78
Jesús Vallejo,es ESP,DF,Eint Frankfurt,19,1997,25,22,2 057,22.sept,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04
Guillermo Varela,uy URU,DF,Eint Frankfurt,23,1993,7,6,428,04.août,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Eduardo Vargas,cl CHI,FW MF,Hoffenheim,26,1989,5,0,101,01.janv,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Miloš Veljković,rs SRB,DF,Werder Bremen,20,1995,26,20,1 813,20.janv,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Paul Verhaegh,nl NED,DF,Augsburg,32,1983,31,31,2 762,30.juil,3,2,5,0,3,4,4,0,0.10,0.07,0.16,0.00,0.07
Jannik Vestergaard,dk DEN,DF,Gladbach,23,1992,34,29,2 66,29.juin,4,1,5,4,0,0,1,0,0.14,0.03,0.17,0.14,0.17
Arturo Vidal,cl CHI,MF,Bayern Munich,29,1987,27,21,1 821,20.févr,4,2,6,4,0,0,8,0,0.20,0.10,0.30,0.20,0.30
Vieirinha,pt POR,DF FW,Wolfsburg,30,1986,21,13,1 214,13.mai,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
Kevin Vogt,de GER,DF MF,Hoffenheim,24,1991,31,30,2 595,28.août,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
Kevin Volland,de GER,FW MF,Leverkusen,24,1992,23,16,1 473,16.avr,6,2,8,5,1,1,3,1,0.37,0.12,0.49,0.31,0.43
Mario Vrančić,ba BIH,MF,Darmstadt 98,27,1989,23,18,1 537,17.janv,4,2,6,3,1,1,3,1,0.23,0.12,0.35,0.18,0.29
Sandro Wagner,de GER,FW,Hoffenheim,28,1987,31,30,2 597,28.sept,11,2,13,11,0,0,3,1,0.38,0.07,0.45,0.38,0.45
Walace,br BRA,MF,Hamburger SV,21,1995,9,9,718,8.0,1,0,1,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13
Luca Waldschmidt,de GER,FW MF,Hamburger SV,20,1996,14,3,357,4.0,1,1,2,1,0,0,0,0,0.25,0.25,0.50,0.25,0.50
Roman Weidenfeller,de GER,GK,Dortmund,35,1980,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Julian Weigl,de GER,DF MF,Dortmund,20,1995,30,27,2 414,26.août,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Mitchell Weiser,de GER,DF FW,Hertha BSC,22,1994,17,12,1 126,12.mai,2,4,6,2,0,0,2,0,0.16,0.32,0.48,0.16,0.48
Wendell,br BRA,DF MF,Leverkusen,23,1993,32,27,2 525,28.janv,2,2,4,2,0,0,10,1,0.07,0.07,0.14,0.07,0.14
Oscar Wendt,se SWE,DF MF,Gladbach,30,1985,28,28,2 459,27.mars,2,2,4,2,0,0,3,0,0.07,0.07,0.15,0.07,0.15
Timo Werner,de GER,FW MF,RB Leipzig,20,1996,31,28,2 416,26.août,21,5,26,19,2,2,4,0,0.78,0.19,0.97,0.71,0.89
Felix Wiedwald,de GER,GK,Werder Bremen,26,1990,25,24,2 209,24.mai,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Marius Wolf,de GER,DF FW,Eint Frankfurt,21,1995,3,2,167,01.sept,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Philipp Wollscheid,de GER,DF,Wolfsburg,27,1989,7,6,542,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Bobby Wood,us USA,FW MF,Hamburger SV,23,1992,28,23,2 081,23.janv,5,2,7,5,0,0,1,1,0.22,0.09,0.30,0.22,0.30
Sambou Yatabaré,ml MLI,MF,Werder Bremen,27,1989,2,2,175,01.sept,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Vladlen Yurchenko,ua UKR,MF,Leverkusen,22,1994,3,1,148,01.juin,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Simon Zoller,de GER,FW MF,Köln,25,1991,26,8,1 034,11.mai,2,2,4,2,0,0,3,0,0.17,0.17,0.35,0.17,0.35
Steven Zuber,ch SUI,DF FW,Hoffenheim,24,1991,24,23,2 026,22.mai,4,4,8,4,0,0,2,0,0.18,0.18,0.36,0.18,0.36
