Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Manu Trigueros,es ESP,MF,Villarreal,24,1991,37,35,3 033,33.7,5,1,6,5,0,0,4,0,0.15,0.03,0.18,0.15,0.18
Arda Turan,tr TUR,FW MF,Barcelona,29,1987,18,14,1 244,13.août,3,3,6,3,0,0,1,0,0.22,0.22,0.43,0.22,0.43
Tyronne,es ESP,FW MF,Las Palmas,25,1991,3,0,44,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Przemysław Tytoń,pl POL,GK,La Coruña,29,1987,13,12,1 126,12.mai,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Samuel Umtiti,fr FRA,DF,Barcelona,22,1993,25,24,2 129,23.juil,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04
Borja Valle,es ESP,FW MF,La Coruña,24,1992,7,1,207,02.mars,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Raphaël Varane,fr FRA,DF MF,Real Madrid,23,1993,23,23,1 924,21.avr,1,2,3,1,0,0,1,0,0.05,0.09,0.14,0.05,0.14
Javi Varas,es ESP,GK,Las Palmas,33,1982,25,25,2 25,25.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Álvaro Vázquez,es ESP,FW,Espanyol,25,1991,10,2,318,03.mai,0,1,1,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Franco Vázquez,ar ARG,FW MF,Sevilla,27,1989,30,26,2 076,23.janv,7,4,11,7,0,0,8,0,0.30,0.17,0.48,0.30,0.48
Lucas Vázquez,es ESP,DF FW,Real Madrid,25,1991,33,12,1 403,15.juin,2,7,9,2,0,0,4,0,0.13,0.45,0.58,0.13,0.58
Carlos Vela,mx MEX,FW MF,Real Sociedad,27,1989,35,31,2 545,28.mars,9,2,11,6,3,4,6,0,0.32,0.07,0.39,0.21,0.28
Mikel Vesga,es ESP,MF,Athletic Club,23,1993,6,3,286,03.févr,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Mikel Vesga,es ESP,MF,Sporting Gijón,23,1993,17,16,1 41,15.juil,1,1,2,1,0,0,6,0,0.06,0.06,0.13,0.06,0.13
Rúben Vezo,pt POR,DF,Granada,22,1994,18,17,1 487,16.mai,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
Rúben Vezo,pt POR,DF,Valencia,22,1994,1,1,45,0.5,0,1,1,0,0,0,0,0,0.00,2.00,2.00,0.00,2.00
Aleix Vidal,es ESP,DF MF,Barcelona,26,1989,6,5,476,05.mars,2,2,4,2,0,0,0,0,0.38,0.38,0.76,0.38,0.76
Jonathan Viera,es ESP,FW MF,Las Palmas,26,1989,31,30,2 581,28.juil,7,6,13,3,4,4,4,0,0.24,0.21,0.45,0.10,0.31
Luciano Vietto,ar ARG,FW MF,Sevilla,22,1993,21,14,1 31,14.juin,6,3,9,6,0,0,3,0,0.41,0.21,0.62,0.41,0.62
Carlos Vigaray,es ESP,DF,Alavés,21,1994,19,10,949,10.mai,0,3,3,0,0,0,1,0,0.00,0.28,0.28,0.00,0.28
Borja Viguera,es ESP,FW,Athletic Club,29,1987,1,0,27,0.3,1,0,1,1,0,0,0,0,mars.33,0.00,mars.33,mars.33,mars.33
Borja Viguera,es ESP,FW,Sporting Gijón,29,1987,16,6,748,08.mars,1,1,2,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24
Asier Villalibre,es ESP,FW,Athletic Club,18,1997,6,0,78,0.9,0,1,1,0,0,0,0,0,0.00,janv.15,janv.15,0.00,janv.15
Mikel Villanueva,ve VEN,DF,Málaga,23,1993,15,14,1 264,14.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
Iván Villar,es ESP,GK,Celta Vigo,19,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Vitolo,es ESP,FW MF,Sevilla,26,1989,30,25,2 332,25.sept,6,5,11,6,0,0,6,1,0.23,0.19,0.42,0.23,0.42
Šime Vrsaljko,hr CRO,DF MF,Atlético Madrid,24,1992,14,11,924,10.mars,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Nikola Vujadinović,me MNE,DF,Osasuna,30,1986,10,10,787,08.juil,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Wakaso,gh GHA,MF,Granada,26,1990,11,10,866,09.juin,1,1,2,1,0,0,7,1,0.10,0.10,0.21,0.10,0.21
Daniel Wass,dk DEN,DF MF,Celta Vigo,27,1989,32,29,2 38,26.avr,3,4,7,3,0,0,4,0,0.11,0.15,0.26,0.11,0.26
Iñaki Williams,gh GHA,FW MF,Athletic Club,22,1994,38,31,2 789,31.0,5,6,11,5,0,0,4,0,0.16,0.19,0.35,0.16,0.35
Yoel,es ESP,GK,Eibar,27,1988,25,22,2 119,23.mai,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
Joseba Zaldúa,es ESP,DF,Real Sociedad,24,1992,14,12,1 103,12.mars,0,1,1,0,0,0,2,1,0.00,0.08,0.08,0.00,0.08
Simone Zaza,it ITA,FW,Valencia,25,1991,20,15,1 377,15.mars,6,1,7,6,0,0,7,0,0.39,0.07,0.46,0.39,0.46
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Nabil El Zhar,ma MAR,FW MF,Las Palmas,29,1986,12,8,716,8.0,3,2,5,3,0,0,1,0,0.38,0.25,0.63,0.38,0.63
Nabil El Zhar,ma MAR,FW MF,Leganés,29,1986,14,10,957,10.juin,1,2,3,1,0,0,1,0,0.09,0.19,0.28,0.09,0.28
Roman Zozulya,ua UKR,FW,Betis,26,1989,6,1,155,01.juil,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Igor Zubeldia,es ESP,DF MF,Real Sociedad,19,1997,4,3,254,02.août,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
David Zurutuza,es ESP,MF,Real Sociedad,30,1986,31,29,2 496,27.juil,3,1,4,3,0,0,8,1,0.11,0.04,0.14,0.11,0.14
