Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Jérémy Sorbon,fr FRA,DF,Guingamp,32,1983,33,33,2 945,32.7,1,0,1,1,0,0,1,0,0.03,0.00,0.03,0.03,0.03
Adama Soumaoro,fr FRA,DF,Lille,24,1992,27,26,2 326,25.août,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
Arnaud Souquet,fr FRA,DF MF,Nice,24,1992,26,26,2 34,26.0,1,4,5,1,0,0,3,0,0.04,0.15,0.19,0.04,0.19
Sébastien Squillaci,fr FRA,DF,Bastia,35,1980,10,10,855,09.mai,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Bassem Srarfi,tn TUN,FW MF,Nice,19,1997,5,0,41,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Mariusz Stępiński,pl POL,FW,Nantes,21,1995,21,16,1 174,13.0,4,3,7,4,0,0,1,0,0.31,0.23,0.54,0.31,0.54
Danijel Subašić,hr CRO,GK,Monaco,31,1984,36,36,3 24,36.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Gilles Sunu,tg TOG,FW MF,Angers,25,1991,23,8,814,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Stoppila Sunzu,zm ZAM,DF MF,Lille,27,1989,4,1,198,02.févr,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Seydou Sy,sn SEN,GK,Monaco,20,1995,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Issiaga Sylla,gn GUI,DF MF,Toulouse,22,1994,27,21,1 674,18.juin,1,1,2,1,0,0,6,0,0.05,0.05,0.11,0.05,0.11
Yacouba Sylla,ml MLI,MF,Montpellier,25,1990,19,13,1 076,12.0,1,0,1,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08
Alexander Søderlund,no NOR,FW,Saint-Étienne,28,1987,17,8,903,10.0,1,1,2,1,0,0,2,0,0.10,0.10,0.20,0.10,0.20
Mehdi Tahrat,dz ALG,DF MF,Angers,26,1990,7,3,297,03.mars,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Flavien Tait,fr FRA,FW MF,Angers,23,1993,11,5,438,04.sept,2,2,4,2,0,0,1,0,0.41,0.41,0.82,0.41,0.82
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Oussama Tannane,ma MAR,FW MF,Saint-Étienne,22,1994,17,14,1 279,14.févr,1,1,2,1,0,0,4,1,0.07,0.07,0.14,0.07,0.14
Júlio Tavares,cv CPV,FW,Dijon,27,1988,35,31,2 76,30.juil,9,3,12,7,2,2,3,0,0.29,0.10,0.39,0.23,0.33
Jordan Tell,gp GLP,FW MF,Caen,19,1997,5,0,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Martin Terrier,fr FRA,FW MF,Lille,19,1997,11,1,256,02.août,1,0,1,1,0,0,0,0,0.35,0.00,0.35,0.35,0.35
Florian Thauvin,fr FRA,FW MF,Marseille,23,1993,38,36,2 956,32.8,15,9,24,14,1,1,2,0,0.46,0.27,0.73,0.43,0.70
Alexis Thébaux,fr FRA,GK,Bastia,31,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Kévin Théophile-Catherine,fr FRA,DF,Saint-Étienne,26,1989,31,30,2 73,30.mars,0,2,2,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07
Vincent Thill,lu LUX,MF,Metz,16,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Romain Thomas,fr FRA,DF,Angers,28,1988,36,36,3 208,35.6,1,0,1,1,0,0,5,1,0.03,0.00,0.03,0.03,0.03
Adrien Thomasson,fr FRA,DF FW,Nantes,22,1993,29,21,1 935,21.mai,2,2,4,2,0,0,5,1,0.09,0.09,0.19,0.09,0.19
Nicolaj Thomsen,dk DEN,MF,Nantes,23,1993,13,9,744,08.mars,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12
Marcel Tisserand,cd COD,DF,Monaco,23,1993,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Ola Toivonen,se SWE,FW MF,Toulouse,30,1986,35,19,1 805,20.janv,7,2,9,7,0,0,9,0,0.35,0.10,0.45,0.35,0.45
Karl Toko Ekambi,cm CMR,FW MF,Angers,23,1992,31,29,2 428,27.0,7,4,11,7,0,0,0,0,0.26,0.15,0.41,0.26,0.41
Corentin Tolisso,fr FRA,DF MF,Lyon,21,1994,31,29,2 573,28.juin,8,5,13,8,0,0,1,1,0.28,0.17,0.45,0.28,0.45
Jérémy Toulalan,fr FRA,DF MF,Bordeaux,32,1983,30,30,2 601,28.sept,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
Abdoulaye Touré,gn GUI,FW MF,Nantes,22,1994,12,3,377,04.févr,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Almamy Touré,ml MLI,DF,Monaco,20,1996,15,12,1 084,12.0,0,4,4,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33
Thomas Touré,ci CIV,FW MF,Bordeaux,22,1993,6,5,366,04.janv,0,1,1,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25
Zargo Touré,sn SEN,DF MF,Lorient,26,1989,23,21,1 885,20.sept,1,0,1,1,0,0,5,1,0.05,0.00,0.05,0.05,0.05
Lucas Tousart,fr FRA,MF,Lyon,19,1997,22,17,1 636,18.févr,1,1,2,1,0,0,1,0,0.06,0.06,0.11,0.06,0.11
Abdou Traoré,ml MLI,MF,Bordeaux,28,1988,6,0,97,01.janv,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Adama Traoré,ml MLI,FW MF,Monaco,21,1995,5,4,279,03.janv,2,0,2,2,0,0,1,0,0.65,0.00,0.65,0.65,0.65
Ismaël Traoré,ci CIV,DF,Angers,29,1986,32,32,2 809,31.2,1,1,2,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06
Kevin Trapp,de GER,GK,Paris S-G,26,1990,24,24,2 123,23.juin,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Óscar Trejo,ar ARG,FW MF,Toulouse,28,1988,29,27,2 308,25.juin,2,5,7,2,0,0,4,0,0.08,0.19,0.27,0.08,0.27
Matthieu Udol,fr FRA,DF,Metz,20,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Valentín Vada,ar ARG,FW MF,Bordeaux,20,1996,28,25,1 879,20.sept,6,2,8,4,2,2,4,0,0.29,0.10,0.38,0.19,0.29
William Vainqueur,fr FRA,MF,Marseille,27,1988,29,29,2 545,28.mars,0,1,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04
Mathieu Valbuena,fr FRA,FW MF,Lyon,31,1984,30,15,1 558,17.mars,8,5,13,8,0,0,6,0,0.46,0.29,0.75,0.46,0.75
Anthony Vanden Borre,be BEL,DF MF,Montpellier,28,1987,10,9,794,08.août,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Cédric Varrault,fr FRA,DF,Dijon,36,1980,32,32,2 792,31.0,3,0,3,3,0,0,4,2,0.10,0.00,0.10,0.10,0.10
Rémy Vercoutre,fr FRA,GK,Caen,36,1980,34,34,3 043,33.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Jordan Veretout,fr FRA,MF,Saint-Étienne,23,1993,35,34,2 942,32.7,3,4,7,3,0,0,6,0,0.09,0.12,0.21,0.09,0.21
Marco Verratti,it ITA,MF,Paris S-G,23,1992,28,25,2 148,23.sept,3,5,8,3,0,0,6,0,0.13,0.21,0.34,0.13,0.34
Dušan Veškovac,rs SRB,DF,Toulouse,30,1986,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Thomas Vincensini,fr FRA,GK,Bastia,22,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Thibaut Vion,fr FRA,DF FW,Metz,22,1993,13,6,532,05.sept,2,1,3,2,0,0,2,0,0.34,0.17,0.51,0.34,0.51
Oswaldo Vizcarrondo,ve VEN,DF,Nantes,32,1984,20,14,1 41,15.juil,0,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00
Alhassan Wakaso,gh GHA,DF MF,Lorient,24,1992,13,8,683,07.juin,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Anthony Walongwa,,DF,Nantes,22,1993,3,3,249,02.août,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Rémi Walter,fr FRA,MF,Nice,21,1995,22,15,1 411,15.juil,0,1,1,0,0,0,0,0,0.00,0.06,0.06,0.00,0.06
Yoane Wissa,cd COD,FW MF,Angers,19,1996,2,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Xeka,pt POR,MF,Lille,21,1994,13,13,1 115,12.avr,1,2,3,1,0,0,2,0,0.08,0.16,0.24,0.08,0.24
Steeve Yago,bf BFA,DF,Toulouse,23,1992,22,21,1 86,20.juil,0,0,0,0,0,0,13,0,0.00,0.00,0.00,0.00,0.00
Alaeddine Yahia,tn TUN,DF,Caen,34,1981,31,30,2 546,28.mars,1,0,1,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04
Mapou Yanga-Mbiwa,fr FRA,DF,Lyon,27,1989,25,24,2 131,23.juil,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00
Zaydou Youssouf,km COM,MF,Bordeaux,17,1999,2,1,69,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Andre-Frank Zambo Anguissa,cm CMR,MF,Marseille,20,1995,33,18,1 969,21.sept,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05
Mehdi Zeffane,dz ALG,DF MF,Rennes,24,1992,1,1,74,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
